,id,name,host_id,host_name,neighbourhood,latitude,longitude,room_type,price,minimum_nights,number_of_reviews,last_review,reviews_per_month,calculated_host_listings_count,availability_365,number_of_reviews_ltm
2366,18489503,Charmant appartement dans HOMA,4143325,Pascal,Mercier-Hochelaga-Maisonneuve,45.55564,-73.53846,Entire home/apt,100,31,19,2022-08-25,0.31,1,275,4
2367,18198057,Microclimat Unique Modern House,51954898,Audrey,Rosemont-La Petite-Patrie,45.55234,-73.59481,Entire home/apt,875,4,7,2022-08-19,0.11,2,262,4
2368,18198748,Private cozy room close to downtown Montreal,116898362,Stephanie,Rosemont-La Petite-Patrie,45.55401,-73.56613,Private room,45,2,5,2017-10-09,0.08,1,0,0
2369,18489519,bright spacious apartment in the heart of DT,128287232,Humaira,Ville-Marie,45.50919,-73.56916,Entire home/apt,125,1,0,2017-10-09,1.498,1,0,0
2370,18213102,1 bedroom (for 2) Plateau Mont-Royal,86581351,Olivia,Le Plateau-Mont-Royal,45.53073,-73.56811,Private room,36,3,2,2017-08-28,0.03,1,0,0
2371,18489666,Chambre dans apt moderne au coeur du Plateau,9860994,Antoine,Le Plateau-Mont-Royal,45.53548,-73.57311,Private room,150,2,0,2017-08-28,1.498,2,0,0
2372,18489723,Grand 3 et demi au cœur de la Petite-Patrie,112961350,Jannie,Rosemont-La Petite-Patrie,45.5315,-73.6034,Entire home/apt,60,2,22,2018-09-30,0.34,1,0,0
2373,18490302,Chambre dans apt avec terrasse au coeur du Plateau,9860994,Antoine,Le Plateau-Mont-Royal,45.53548,-73.57376,Private room,74,2,1,2017-08-19,0.02,2,0,0
2374,18213383,Beautiful Upper Duplex for Rent,87630673,Itshak,Côte-Saint-Luc,45.46974,-73.66755,Entire home/apt,103,2,1,2017-06-28,0.02,1,0,0
2375,18214200,Dwntwn Penthouse with free Pool/Gym,14729351,Ankush,Ville-Marie,45.50128,-73.5795,Entire home/apt,90,1,4,2017-06-09,0.06,1,0,0
2376,18501595,4 BRM in Villeray with backyard (CITQ #309813),52470229,Pierre-Luc,Villeray-Saint-Michel-Parc-Extension,45.53878,-73.62073,Entire home/apt,300,7,4,2022-09-05,0.07,1,15,3
2377,18220118,#4 Resting Room (discount for students),75761307,Olga,Verdun,45.45665,-73.57779,Private room,25,7,9,2021-02-28,0.17,6,187,0
2378,18506381,Spacious flat Downtown Montreal #203 CITQ #222125,126452184,John,Ville-Marie,45.51323,-73.56131,Entire home/apt,99,1,285,2022-09-11,4.4,6,91,84
2379,18223094,Homa 2 ☼ A haven of light ✦ WiFi+Workspace,118735512,Anna,Mercier-Hochelaga-Maisonneuve,45.55676,-73.53096,Entire home/apt,134,2,138,2022-09-02,2.15,7,73,16
2380,18507687,Cozy 2 bd apartment in the heart of The Plateau,83166277,Sarah,Le Plateau-Mont-Royal,45.51374,-73.57279,Entire home/apt,136,2,13,2018-03-25,0.2,1,0,0
2381,18226359,Big and sunny room in Rosemont,19682844,Juliette,Rosemont-La Petite-Patrie,45.53572,-73.60621,Private room,75,1,0,2018-03-25,1.498,1,0,0
2382,18508404,Luxury Historic & Spacious Montreal Three Bedroom with Deck,6512090,Nat,Côte-des-Neiges-Notre-Dame-de-Grâce,45.47858,-73.61696,Entire home/apt,285,7,79,2022-09-06,1.29,1,146,10
2383,18509647,Logement moderne et confortable,9953690,Lamine,Le Sud-Ouest,45.45186,-73.59167,Entire home/apt,314,2,115,2022-09-07,1.77,1,168,28
2384,18228842,Amazing  Condo in Downtown Montreal,12665126,Menelika,Le Sud-Ouest,45.49432,-73.55765,Entire home/apt,144,30,7,2019-11-14,0.11,1,360,0
2385,18522085,grandre chambre double avec balcon privé,54219357,Anissa,Mercier-Hochelaga-Maisonneuve,45.5425691245211,-73.5413193564535,Private room,71,2,19,2022-08-19,0.3,1,0,3
2386,18234207,Magifique condo offert a la location long terme.,28588042,Frederic,Ville-Marie,45.49651,-73.56929,Entire home/apt,108,31,86,2022-08-27,1.33,1,168,4
2387,18236691,1 Bedroom for rent at Le Gleneagles - 983,387422,Service,Ville-Marie,45.49514,-73.59434,Entire home/apt,82,180,0,2022-08-27,1.498,27,192,0
2388,18526874,"Flat on Byron next to Snowdon Metro, Sleeps 4",2596248,Denise,Côte-des-Neiges-Notre-Dame-de-Grâce,45.48442,-73.62656,Entire home/apt,46,30,18,2020-07-01,0.28,2,73,0
2389,18526962,"Spacious house, great neighborhood, close to Metro",14247497,Maxime,Côte-des-Neiges-Notre-Dame-de-Grâce,45.47144,-73.61689,Entire home/apt,310,4,4,2019-05-25,0.06,1,0,0
2390,18237872,1 Bedroom condo for rent Place des Arts- 804,387422,Service,Ville-Marie,45.5064,-73.56825,Entire home/apt,77,30,3,2022-09-04,0.05,27,339,2
2391,18527139,Cozy studio in front of Parc La Fonteine,30120403,Rafael,Le Plateau-Mont-Royal,45.52794,-73.57206,Entire home/apt,35,1,18,2018-01-28,0.28,2,0,0
2392,18542108,Rustic home in front of the park and Mont-Royal,9266107,Sikander,Le Plateau-Mont-Royal,45.51737,-73.58646,Entire home/apt,200,5,6,2022-08-24,0.09,1,13,1
2393,18547008,"Clean, Spacious apartment near downtown Montreal",9897879,Nhan,Côte-des-Neiges-Notre-Dame-de-Grâce,45.4816,-73.63155,Entire home/apt,75,1,127,2020-02-16,2.01,1,0,0
2394,18248988,Private Room in Saint-Henri,71895350,Aimé,Le Sud-Ouest,45.47492,-73.5856,Private room,26,1,31,2017-10-09,0.47,1,0,0
2395,18251214,Luxury 2 Bdr. Condo Downtown Right by the Metro,7262800,Andre,Le Sud-Ouest,45.48409,-73.58077,Entire home/apt,200,1,10,2018-06-06,0.16,1,0,0
2396,18254800,Sweet Suite! Fully-equipped 1br walk-down suite,88998987,Matt,Ville-Marie,45.5161,-73.55948,Entire home/apt,56,31,65,2022-01-28,1.01,2,211,2
2397,18548681,Jolie chambre idéalement située pour découvrir Mtl,19541663,Nathalie,Villeray-Saint-Michel-Parc-Extension,45.55168,-73.60314,Private room,45,5,2,2017-07-06,0.03,1,0,0
2398,18255824,"New Condo, Great Location (between 18/5-18/6)",126176043,Jessica,Côte-des-Neiges-Notre-Dame-de-Grâce,45.46445,-73.62747,Entire home/apt,60,7,2,2017-06-12,0.03,1,0,0
2399,18548687,Appartement 1 chambre ou 2 à Montréal,124245730,Francine,Ahuntsic-Cartierville,45.53666,-73.71349,Entire home/apt,198,1,36,2022-09-05,0.57,3,172,8
2400,18256408,Rare 4BD/2BA in heart of Plateau Mile End!,1656323,Nadim,Le Plateau-Mont-Royal,45.52319,-73.59328,Entire home/apt,272,30,22,2019-09-02,0.34,7,248,0
2401,18549685,Chez Toby!,43016348,Philippe,Mercier-Hochelaga-Maisonneuve,45.54465,-73.54935,Entire home/apt,75,1,0,2019-09-02,1.498,1,0,0
2402,18263238,Spacious 3/12 with king size bed-heart of downtown,46817676,Elton,Le Plateau-Mont-Royal,45.50957,-73.57101,Entire home/apt,85,2,0,2019-09-02,1.498,1,0,0
2403,18563293,Charming 2BD + den in Plateau (Newly Refurbished!),1656323,Nadim,Le Plateau-Mont-Royal,45.53691,-73.58099,Entire home/apt,104,30,102,2022-08-31,1.59,7,263,3
2404,18264906,5 bedrooms and 2 bathrooms in my big house,24973952,Qiang,Lachine,45.43789,-73.70281,Entire home/apt,369,1,95,2022-08-06,1.45,3,325,15
2405,18564662,The perfect spot! Cool Monkland next to the Metro.,5450306,Peter,Côte-des-Neiges-Notre-Dame-de-Grâce,45.47885,-73.61922,Entire home/apt,184,2,154,2022-09-10,2.4,2,106,31
2406,18566957,Old port loft with private rooftop,12212027,Kyle,Ville-Marie,45.50343,-73.55655,Entire home/apt,145,2,1,2019-09-16,0.03,1,0,0
2407,18567523,"Chambre éclairé, métro Rosemont",119684554,Christophe,Rosemont-La Petite-Patrie,45.53444,-73.59348,Private room,17,1,0,2019-09-16,1.498,1,0,0
2408,18267089,Studio in the heart of Mile End,126274289,Franco,Le Plateau-Mont-Royal,45.52349,-73.59432,Entire home/apt,85,2,246,2022-08-18,3.78,2,35,62
2409,18568001,Charming little house,1329218,Kevin,Ville-Marie,45.52272,-73.55582,Entire home/apt,220,40,3,2017-10-04,0.05,1,0,0
2410,18270496,Bright and cozy Loft in the heart of Le Plateau,3054843,Laëtitia,Le Plateau-Mont-Royal,45.53183,-73.57756,Entire home/apt,120,2,7,2021-09-24,0.22,1,0,1
2411,18568174,Prime Location Brand New Luxury Condo,128905910,Andres,Ville-Marie,45.49617,-73.57184,Entire home/apt,450,20,79,2022-09-10,1.21,2,269,8
2412,18270546,"Charming Botanical & Olympic comfort, metro, WiFi+",113450810,Renato,Mercier-Hochelaga-Maisonneuve,45.5455,-73.55119,Entire home/apt,135,3,85,2022-08-30,1.32,5,315,27
2413,18271177,Apartment Plateau,14904045,Jacqueline,Le Plateau-Mont-Royal,45.5375,-73.5817,Entire home/apt,54,2,39,2019-04-20,0.6,1,0,0
2414,18576550,Large 2BR Central Downtown Apartment,59926078,Mohammad,Ville-Marie,45.50174,-73.57931,Entire home/apt,261,2,50,2022-09-06,0.78,1,13,6
2415,18271243,"Quirky, sunny NDG apartment w/parking",126311108,Edie,Côte-des-Neiges-Notre-Dame-de-Grâce,45.48835,-73.62835,Entire home/apt,75,3,1,2017-05-12,0.02,1,0,0
2416,18606773,Big Private Room in Downtown Montreal,27975564,Rose,Le Plateau-Mont-Royal,45.50921,-73.57868,Private room,85,1,7,2017-08-27,0.11,1,0,0
2417,18577645,"BIG Room with private bathroom, Mont-Royal",128982979,Aymane,Côte-des-Neiges-Notre-Dame-de-Grâce,45.49433,-73.60839,Private room,45,1,1,2017-05-21,0.02,1,0,0
2418,18579442,Beautiful family apartment with private parking,1451533,Isabelle,Rosemont-La Petite-Patrie,45.53864,-73.59888,Entire home/apt,106,2,9,2020-03-15,0.25,2,0,0
2419,18594021,"New, modern, perfectly located next to a park",129119326,Francis,Ville-Marie,45.52144,-73.56104,Entire home/apt,153,90,49,2022-05-17,0.76,2,0,2
2420,18611902,Condo rénové au coeur du Plateau Mont-Royal,129275532,Louisa,Le Plateau-Mont-Royal,45.53078,-73.56455,Entire home/apt,250,1,0,2022-05-17,1.498,1,0,0
2421,18624948,Brilliant walk-up in Plateau Mont Royal,19596813,Josh,Le Plateau-Mont-Royal,45.52709,-73.58044,Entire home/apt,90,2,0,2022-05-17,1.498,1,0,0
2422,18907170,Great location close to metro 7 mins to downtown,131764078,Christopher,Verdun,45.45281,-73.58142,Entire home/apt,99,28,20,2022-03-18,0.31,1,265,1
2423,18625915,Maison familiale à Rosemont ( 4 nuits minimum),42068213,Lise,Rosemont-La Petite-Patrie,45.55027,-73.59423,Entire home/apt,150,4,18,2019-08-26,0.28,1,0,0
2424,18910415,Sunny room/Chambre ensoleillée Plateau Mont-Royal,18153320,Jérémie,Le Plateau-Mont-Royal,45.51805,-73.59128,Private room,25,2,22,2018-01-01,0.35,1,0,0
2425,18636004,Appartment for 4 people in a peaceful spot,129477571,Flora,Villeray-Saint-Michel-Parc-Extension,45.55502,-73.60444,Entire home/apt,70,10,1,2017-07-04,0.02,1,0,0
2426,18910932,Cozy studio apartment in best area of Downtown MTL,131795208,Keyron,Ville-Marie,45.49427,-73.58292,Entire home/apt,90,2,7,2017-08-07,0.11,1,0,0
2427,18636098,Queen Bedroom Plateau/Mile-End/Mont-Royal,21850083,Thomas,Le Plateau-Mont-Royal,45.51904,-73.5912,Private room,46,3,0,2017-08-07,1.498,1,0,0
2428,18636385,Charmant Condo intèrieur typique Montréalais,12237525,Nicolas,Ville-Marie,45.53162,-73.55877,Entire home/apt,80,2,4,2017-06-20,0.06,1,0,0
2429,18910977,Joli appartement - Plein coeur de la petite Italie,131795254,Pauline,Rosemont-La Petite-Patrie,45.53518,-73.60894,Entire home/apt,62,5,0,2017-06-20,1.498,1,0,0
2430,18911510,Bright Top Floor Apartment Located In Mile End,124589452,Noah,Le Plateau-Mont-Royal,45.52655,-73.60886,Private room,28,30,21,2017-08-24,0.33,2,0,0
2431,18648313,Sunny 2 bedroom condo with terrace. Near metro.,3734774,Joanna,Mercier-Hochelaga-Maisonneuve,45.54255,-73.54293,Entire home/apt,129,2,5,2017-06-18,0.08,2,0,0
2432,18915068,Private Room with Large Backyard!,73837099,Bailey,Côte-des-Neiges-Notre-Dame-de-Grâce,45.46555,-73.62305,Private room,75,1,66,2022-09-07,1.03,1,133,15
2433,18650321,Montreal-West/NDG upper duplex,41792938,Jonathan,Côte-des-Neiges-Notre-Dame-de-Grâce,45.45398,-73.64088,Entire home/apt,47,300,0,2022-09-07,1.498,1,358,0
2434,18915198,Chambre Metro Mont Royal + Grande Terrace + BBQ,49344043,Jérémy,Le Plateau-Mont-Royal,45.52784,-73.58157,Private room,30,2,5,2017-06-18,0.08,1,0,0
2435,18915871,Luxury Old Montreal Penthouse Beside Notre-Dame,4580854,Peter,Ville-Marie,45.50266,-73.55523,Entire home/apt,525,3,10,2022-09-05,0.16,1,358,2
2436,18654038,Chambre spacieuse proche Université de Montréal,129624460,Andréas,Côte-des-Neiges-Notre-Dame-de-Grâce,45.50192,-73.62986,Private room,25,7,3,2017-07-30,0.05,1,0,0
2437,18655145,Small but Beautiful (apt 111),39844170,Kim,Côte-des-Neiges-Notre-Dame-de-Grâce,45.49551,-73.6093,Entire home/apt,79,1,227,2022-08-21,3.52,23,259,30
2438,18658682,Spacieux et central,129669714,Eric,Ville-Marie,45.52323,-73.54775,Entire home/apt,136,7,63,2020-04-01,1.01,1,325,0
2439,18925836,BEAUTIFUL 2 bedrooms apartment - Old Montreal,29125639,Iklil,Ville-Marie,45.50521,-73.55576,Entire home/apt,390,2,13,2018-08-11,0.21,1,0,0
2440,18927371,Cozy apartment near Downtown Montreal,95964387,Fatima Zahra,Côte-des-Neiges-Notre-Dame-de-Grâce,45.49458,-73.60952,Entire home/apt,42,2,0,2018-08-11,1.498,1,0,0
2441,18663324,"Lovely Home, Great Location",82456857,Marie-Eve,Ville-Marie,45.52335,-73.56287,Entire home/apt,135,4,26,2019-09-15,0.41,1,0,0
2442,18928506,Cozy studio in the heart of Montreal,13157425,Vladimir,Ville-Marie,45.5167,-73.56364,Entire home/apt,70,30,10,2017-10-15,0.16,1,0,0
2443,18928845,Grand logement avec cour pour famille ou couple,45394590,Sophie,Rosemont-La Petite-Patrie,45.55139,-73.57754,Entire home/apt,65,7,1,2017-09-28,0.02,1,0,0
2444,18932311,Bright Bedroom with Balcony,131972709,Camyl,Le Plateau-Mont-Royal,45.51562,-73.58004,Private room,85,2,17,2018-08-05,0.27,1,0,0
2445,18668230,Studio spacieux et accueillant,129741872,Janie,Rosemont-La Petite-Patrie,45.53973,-73.60562,Entire home/apt,55,2,72,2021-07-14,1.12,1,255,0
2446,18669178,"Quiet and spacious, near metro La Salle",15339236,Yannick,Le Sud-Ouest,45.47121,-73.57254,Entire home/apt,175,3,13,2018-06-10,0.2,2,0,0
2447,18933432,Chambre colorée sur le Plateau,32977871,Sebastien,Le Plateau-Mont-Royal,45.52885,-73.57355,Private room,35,5,18,2017-11-13,0.28,1,0,0
2448,18670566,Joli Appartement 2 ch. Plateau Mont-Royal,1665880,Angélina,Le Plateau-Mont-Royal,45.53597,-73.57782,Entire home/apt,132,3,13,2019-07-01,0.2,1,0,0
2449,18934507,Spacious & Comfy 1BR near Botanical Gardens!,66340481,Daniel,Rosemont-La Petite-Patrie,45.5663,-73.58191,Entire home/apt,75,30,14,2022-07-31,0.28,37,166,5
2450,18671706,Downtown Montreal Fully furnished apartment WIFI,72761895,Samuel,Ville-Marie,45.49681,-73.58255,Entire home/apt,65,32,8,2022-02-05,0.13,70,354,1
2451,18673582,belle maison tranquille avec terrasse et jardin,27422423,Anaëlle,Ville-Marie,45.53703,-73.55248,Entire home/apt,100,2,8,2017-09-05,0.13,1,0,0
2452,18934654,Cosy and comfortable,131992917,Marco,Ville-Marie,45.49187,-73.58058,Entire home/apt,80,1,2,2017-06-26,0.03,1,0,0
2453,18674658,CHARMING APARTMENT - CÔTES DES NEIGES,129802870,Eva,Côte-des-Neiges-Notre-Dame-de-Grâce,45.49927,-73.62438,Entire home/apt,95,2,0,2017-06-26,1.498,1,0,0
2454,18934936,Spacious 1BR Conference ★ Business ★ Relocation!,9818417,Andre,Ville-Marie,45.50982,-73.56164,Entire home/apt,155,1,27,2020-10-17,0.42,21,111,0
2455,18941449,"Charming 2 bedrooms Condo Lafontaine Park, Plateau",52043526,Frédéric,Le Plateau-Mont-Royal,45.52939,-73.56586,Entire home/apt,240,3,0,2020-10-17,1.498,1,0,0
2456,18944297,Appartement 3 1/2 rénové Petite Patrie Montréal,11795578,Thomas,Rosemont-La Petite-Patrie,45.53638,-73.60236,Entire home/apt,80,2,6,2020-08-31,0.1,2,0,0
2457,18685719,"Superb new 2 bedroom downtown condo, amazing view",2051698,Yves,Ville-Marie,45.49162,-73.58397,Entire home/apt,220,365,0,2020-08-31,1.498,1,365,0
2458,18959017,PRIVATE BEDROOM (#2) IN A 10 1/2 APART.,17080685,Robert,Le Plateau-Mont-Royal,45.52394,-73.6052,Private room,75,30,16,2019-10-01,0.28,6,90,0
2459,18689645,Charming apt for 1 or 2 p. in the Mile-End,8796008,Petit Séjour,Le Plateau-Mont-Royal,45.52486,-73.60087,Entire home/apt,155,21,36,2022-07-13,0.57,4,286,3
2460,18689772,Large & bright top floor apt in NDG/Westmount,24632990,Chris,Westmount,45.48554,-73.61639,Private room,45,1,4,2017-06-11,0.06,1,0,0
2461,18690687,Magnifique appartement sur Le Plateau Mt Royal,14855551,Camille,Le Plateau-Mont-Royal,45.53264,-73.57158,Entire home/apt,115,5,4,2018-08-24,0.06,1,0,0
2462,18960818,"Cozy, bright and clean condo downtown Montréal",132222467,David,Ville-Marie,45.51407,-73.56509,Entire home/apt,100,10,2,2017-08-11,0.03,1,0,0
2463,18692348,Grande chambre dans colocation- Plateau Mont-Royal,29621278,Fabien,Le Plateau-Mont-Royal,45.53442,-73.58136,Private room,27,4,4,2017-10-27,0.07,1,0,0
2464,18971113,Spacious place for 4 people,86292669,Mohannad,Ville-Marie,45.49203,-73.58404,Entire home/apt,270,21,0,2017-10-27,1.498,1,0,0
2465,18975770,CHAMBRE COZY POUR VIVRE MONTRÉAL ! BIEN SITUÉ,132362062,Olivier,Ville-Marie,45.53001,-73.56198,Private room,30,1,5,2017-07-15,0.08,1,0,0
2466,18976889,"Mini-studio Mile-End top location sunny, spacious",12404010,Marie-Sylvie,Le Plateau-Mont-Royal,45.52011,-73.58941,Entire home/apt,108,2,59,2022-08-08,0.93,1,69,16
2467,18701977,"Très chouette Studio avec chambre, salon, cuisine",124245730,Francine,Ahuntsic-Cartierville,45.53467,-73.71256,Entire home/apt,188,3,47,2022-09-05,0.73,3,172,6
2468,18702052,Amazing location - 2 Bedroom apartment,129439265,Sam,Le Sud-Ouest,45.48188,-73.57877,Entire home/apt,108,31,16,2022-09-01,0.25,4,330,2
2469,18977901,Great place & location in Montreal!,18737535,Frederic,Le Plateau-Mont-Royal,45.52864,-73.59182,Entire home/apt,50,4,3,2017-12-24,0.05,1,0,0
2470,18703570,Séjour à Montréal en Fête,124245730,Francine,Ahuntsic-Cartierville,45.53533,-73.71382,Entire home/apt,220,2,10,2022-06-24,0.16,3,166,3
2471,18978237,Charming duplex in the heart of the Plateau,5919049,Fabienne,Le Plateau-Mont-Royal,45.52896,-73.57385,Entire home/apt,320,5,1,2017-08-07,0.02,1,0,0
2472,18978415,☀️Bright Plateau condo w/ patio near metro Laurier🚇,5105901,Yunus,Le Plateau-Mont-Royal,45.53001,-73.59314,Entire home/apt,129,21,4,2021-09-05,0.11,1,0,0
2473,18994454,Le créatif,132496835,Marie-Anne,Rosemont-La Petite-Patrie,45.55169,-73.59405,Private room,50,2,1,2018-08-01,0.02,1,0,0
2474,18707242,#6 Relaxing Room (discount for students),75761307,Olga,Verdun,45.45584,-73.57798,Private room,25,7,13,2022-09-04,0.2,6,54,1
2475,18707400,La Belle de la rue Sherbooke,34142902,Biserka,Ville-Marie,45.51525,-73.5667,Entire home/apt,42,90,2,2022-07-31,0.03,2,255,1
2476,18994479,Appartement lumineux Plateau MontRoyal CITQ#301398,25263775,Adam,Le Plateau-Mont-Royal,45.53724,-73.5758,Entire home/apt,134,2,22,2022-09-11,0.35,4,77,12
2477,18994805,Chambre double- à deux pas du métro,132500182,Ève,Villeray-Saint-Michel-Parc-Extension,45.54489,-73.63127,Private room,22,1,3,2017-06-18,0.05,1,0,0
2478,18997481,Condo of the city,132527402,Fortis,Montréal-Nord,45.61699,-73.61532,Entire home/apt,46,1,5,2017-10-15,0.08,1,0,0
2479,18707992,"Clean, bright & cozy bedroom /w big bathroom",104551495,Zhen,Hampstead,45.4787,-73.63059,Private room,50,32,14,2019-06-25,0.23,2,149,0
2480,18997628,Nice condo in the village,71212304,León,Ville-Marie,45.52229,-73.55377,Entire home/apt,100,30,19,2017-10-08,0.3,1,0,0
2481,18998681,"Le plus bel appart de Villeray, à 2 pas du métro !",19438090,Andrée-Anne,Villeray-Saint-Michel-Parc-Extension,45.54175,-73.62681,Entire home/apt,90,2,3,2017-08-26,0.05,1,0,0
2482,18718437,Exceptional apartment for 2 in the Mile-End,8796008,Petit Séjour,Le Plateau-Mont-Royal,45.52417,-73.60258,Entire home/apt,145,21,31,2022-08-01,0.49,4,316,2
2483,18999247,Chambre avec grand lit dans un joli appartement,15973055,Ruben,Ville-Marie,45.49422,-73.56626,Private room,65,1,6,2018-07-01,0.11,1,0,0
2484,19007586,Large double room - Rosemont,144115597,Chantale,Rosemont-La Petite-Patrie,45.54397,-73.60656,Private room,30,1,8,2019-07-24,0.13,1,0,0
2485,19007941,Room for rent in a perfect location downtown!,7111069,Princillia,Ville-Marie,45.52708,-73.54932,Private room,60,1,1,2017-06-27,0.02,1,0,0
2486,18720350,Grand 3 1/2 sur le plateau,66925831,Caroline,Le Plateau-Mont-Royal,45.53686,-73.57315,Entire home/apt,60,2,1,2017-05-31,0.02,1,0,0
2487,19014874,Chambre chaleureuse sur le Plateau :),131848089,Kathleen,Le Plateau-Mont-Royal,45.52918,-73.57932,Private room,55,2,1,2017-06-05,0.02,1,0,0
2488,19015496,Clean and Modern apartment,132673819,Ken,Ville-Marie,45.49828,-73.57664,Entire home/apt,103,2,12,2018-03-04,0.19,2,0,0
2489,18721226,Luxury Downtown Apart - Breathtaking View and prkg,130185204,Chris,Ville-Marie,45.49574,-73.57169,Entire home/apt,450,20,67,2022-08-23,1.04,2,249,7
2490,18734099,Entire home available near downtown Montreal,15339236,Yannick,Le Sud-Ouest,45.47269,-73.57268,Entire home/apt,150,3,2,2017-10-09,0.03,2,0,0
2491,19015559,"Large, bright loft in the heart of Old Montreal!",8324283,Vi,Ville-Marie,45.50326,-73.55657,Entire home/apt,225,13,19,2018-04-27,0.31,1,0,0
2492,19016289,Amazing Downtown view  condo,132681330,Miss,Le Sud-Ouest,45.49623,-73.55694,Shared room,45,1,1,2017-08-15,0.02,1,0,0
2493,19017053,Charming apartment MTL,131951688,Mark,Côte-des-Neiges-Notre-Dame-de-Grâce,45.49589,-73.61544,Entire home/apt,150,2,0,2017-08-15,1.498,1,0,0
2494,18734145,Cozy 1 B/R appartement,33276662,Abdel,Côte-des-Neiges-Notre-Dame-de-Grâce,45.45433,-73.64171,Entire home/apt,1392,5,12,2017-08-27,0.19,1,365,0
2495,19018175,"Little Castle, Le Plateau, Montreal",1299678,Suzanne & Tom,Le Plateau-Mont-Royal,45.5351,-73.58435,Entire home/apt,158,30,39,2019-09-02,0.62,1,220,0
2496,18734231,"Sunny Getaway Apartment in HoMa, Montreal",129943253,Lucie,Mercier-Hochelaga-Maisonneuve,45.55456,-73.53369,Entire home/apt,105,31,58,2022-07-23,0.91,2,74,3
2497,19018990,Maison contemporaine lumineuse et accueillante,8912131,Annie,Rosemont-La Petite-Patrie,45.53238,-73.61325,Entire home/apt,175,2,6,2020-01-26,0.12,2,0,0
2498,18734325,MILE END. Ground floor (yard/parking) RDC cour+,89218746,Johanne,Le Plateau-Mont-Royal,45.51991,-73.5932,Entire home/apt,150,14,0,2020-01-26,1.498,1,0,0
2499,19019430,condo lumineux avec terrasse - Bright and rooftop,80237336,Clotilde,Verdun,45.4709,-73.57036,Entire home/apt,65,2,151,2020-04-12,2.36,1,0,0
2500,18734995,Big and luminous apartment in Little Italy,686654,Marie,Rosemont-La Petite-Patrie,45.53185,-73.61426,Entire home/apt,250,2,24,2019-12-31,0.37,1,102,0
2501,18735967,Private room in a cute loft in old port Montreal,130325149,Chantal,Ville-Marie,45.50202,-73.55779,Shared room,49,1,11,2017-09-03,0.17,1,0,0
2502,19019873,Charming room in a nice condo beside Canal Lachine,132717583,Maxime,Le Sud-Ouest,45.46843,-73.59329,Private room,35,2,2,2017-07-16,0.03,1,0,0
2503,18736080,Book Your Quiet and Cozy Haven in the Heart of Old Montreal,130326806,France,Ville-Marie,45.50134,-73.55672,Entire home/apt,564,90,150,2022-09-04,2.32,1,299,26
2504,19020060,Spacious cozy entire 1BR apt close to Downtown,132720067,Alex,Côte-des-Neiges-Notre-Dame-de-Grâce,45.49593,-73.60677,Entire home/apt,39,3,10,2017-09-18,0.16,1,0,0
2505,19029998,Quiet sweet apartment like home,88379105,Marleny,Rosemont-La Petite-Patrie,45.55587,-73.56853,Shared room,45,3,9,2017-09-18,0.14,1,0,0
2506,18746943,Spacious flat Downtown Montreal #303 CITQ #222125,126452184,John,Ville-Marie,45.51175,-73.56064,Entire home/apt,106,1,282,2022-09-11,4.4,6,73,91
2507,19032989,Clean and Spacious Duplex in Mile-End!,46683609,Kayla,Outremont,45.51929,-73.60069,Private room,70,1,5,2017-07-09,0.08,1,0,0
2508,19035007,3 1/2 apartment on 2nd floor,94976856,Stephane,Ville-Marie,45.52288,-73.55316,Entire home/apt,62,2,6,2017-07-03,0.09,1,0,0
2509,18747398,Spacious flat Downtown Montreal #302 CITQ #222125,126452184,John,Ville-Marie,45.51306,-73.56081,Entire home/apt,96,1,321,2022-09-09,5.0,6,101,90
2510,19037319,Urbain oasis in the Mile end/ Plateau,132856273,Alain,Le Plateau-Mont-Royal,45.523121,-73.589088,Entire home/apt,357,3,22,2022-08-06,0.35,1,2,8
2511,19038007,Beautiful spacious room in the heart of downtown,16968811,Marie-Pier,Le Plateau-Mont-Royal,45.51007,-73.57679,Private room,50,4,1,2017-06-15,0.02,1,0,0
2512,18747598,Spacious flat Downtown Montreal #301 CITQ #222125,126452184,John,Ville-Marie,45.50628,-73.56691,Entire home/apt,98,1,303,2022-09-09,4.71,6,94,67
2513,19039674,PETIT STUDIO,103607205,Remi Et Marie,Le Plateau-Mont-Royal,45.52172,-73.58439,Entire home/apt,103,3,179,2022-08-22,2.8,2,199,44
2514,18753076,Elegant room In a Victorian apt,46971354,Elsa,Ville-Marie,45.49267,-73.58523,Private room,41,1,0,2022-08-22,1.498,1,0,0
2515,18754356,Private Room in Shared Apartment in Parc Extension,71544115,Jeremy,Villeray-Saint-Michel-Parc-Extension,45.52865,-73.62438,Private room,17,3,0,2022-08-22,1.498,1,0,0
2516,19039865,Very clean studio,2545397,Alex,Le Plateau-Mont-Royal,45.51294,-73.57025,Entire home/apt,45,1000,2,2017-06-04,0.03,1,89,0
2517,19040132,“El Tigre” - Cozy 2BR - Downtown,9818417,Andre,Ville-Marie,45.49724,-73.57304,Entire home/apt,182,31,49,2022-07-30,0.77,21,182,3
2518,18766346,Sweet place in the Plateau,58748613,Carolyne,Le Plateau-Mont-Royal,45.53479,-73.57144,Private room,25,12,2,2017-07-28,0.03,1,0,0
2519,19049170,Monthly rental Verdun studio with parking and yard,119975235,Tara,Verdun,45.46203,-73.57746,Entire home/apt,55,30,221,2022-07-04,3.5,2,126,2
