,id,name,host_id,host_name,neighbourhood,latitude,longitude,room_type,price,minimum_nights,number_of_reviews,last_review,reviews_per_month,calculated_host_listings_count,availability_365,number_of_reviews_ltm
0,298059,Superb cottage Mile-End Plateau !,1536474,Helene,Le Plateau-Mont-Royal,45.52665,-73.6073,Entire home/apt,180,30,52,2014-10-18,0.4,1,104,0
1,2843,Fabulous downtown/airport room,2319,Gail,Le Sud-Ouest,45.48496,-73.58001,Private room,60,30,157,2022-08-21,0.97,2,80,5
2,309367,Charming and Clean ! 5 min Métro,1562348,Virginie,Villeray-Saint-Michel-Parc-Extension,45.55169,-73.60007,Entire home/apt,64,180,22,2015-08-13,0.18,3,74,0
3,29059,Lovely studio Quartier Latin,125031,Maryline,Ville-Marie,45.51939,-73.56482,Entire home/apt,152,2,385,2022-09-02,2.58,2,306,54
4,29061,Maison historique - Quartier Latin,125031,Maryline,Ville-Marie,45.51929,-73.56493,Entire home/apt,286,3,108,2022-08-29,0.84,2,250,27
5,331764,Loft sur le Plateau avec terrasse,1676310,Julien,Le Plateau-Mont-Royal,45.52916,-73.57174,Entire home/apt,45,30,63,2022-08-11,0.52,1,90,2
6,34715,Chez Patrac ! Montreal - Métro Beaubien,149769,Alain,Rosemont-La Petite-Patrie,45.53818,-73.6036,Entire home/apt,160,14,8,2022-07-26,0.06,1,117,4
7,344508,Convenient location and comfortable,839115,Nazzarena,LaSalle,45.4416,-73.62942,Private room,33,30,6,2012-10-10,0.05,1,0,0
8,36301,Romantic & peaceful Plateau  loft,381468,Sylvie,Le Plateau-Mont-Royal,45.53026,-73.58413,Entire home/apt,160,31,45,2022-08-22,0.51,6,323,3
9,353210,Small room in a wonderful house,1789044,Colin&Özge,Mercier-Hochelaga-Maisonneuve,45.55646,-73.53311,Private room,32,31,26,2022-08-31,0.22,3,255,2
10,38118,Beautiful room  with a balcony in front of a parc,163569,M.,Ville-Marie,45.52699,-73.5584,Private room,50,10,17,2022-08-29,0.13,3,319,3
11,366300,Beautiful LOFT in the Plateau MTL,1849455,Jackie,Le Plateau-Mont-Royal,45.51783,-73.58198,Entire home/apt,220,365,15,2017-07-04,0.12,1,364,0
12,46626,Beautiful! Charming! Spacious! Rooms!,208453,Maureen,Côte-des-Neiges-Notre-Dame-de-Grâce,45.47012,-73.60725,Private room,66,3,37,2022-08-20,0.27,2,356,16
13,380222,Like home in NDG! Monthly rental,1908104,Josée,Côte-des-Neiges-Notre-Dame-de-Grâce,45.46567,-73.61991,Entire home/apt,100,30,6,2022-05-27,0.05,1,121,1
14,50479,L'Arcade Douce (CITQ #271530),231694,Noémie,Rosemont-La Petite-Patrie,45.54157,-73.60737,Entire home/apt,110,3,190,2022-08-04,1.31,1,57,38
15,66247,Large Loft in Historic Old Montreal,318040,Seb,Ville-Marie,45.50584,-73.55602,Entire home/apt,231,4,337,2022-09-03,2.36,8,74,60
16,387052,"Classic Plateau, ideal location, all inclusive",1300334,Dan,Le Plateau-Mont-Royal,45.53103,-73.57404,Entire home/apt,45,240,26,2022-08-16,0.21,5,113,1
17,397489,Montreal downtown condo.,1980685,Chad,Le Sud-Ouest,45.4888,-73.57092,Entire home/apt,149,31,25,2021-02-01,0.2,2,134,0
18,67514,Double Bed in Room with Skylight,333083,Dan,Montréal-Ouest,45.45372,-73.6506,Private room,150,3,0,2021-02-01,1.498,1,0,0
19,70489,***Ultra Luxurious - City Center*** 30 days min,145990,Marc Andre,Ville-Marie,45.5019,-73.56354,Private room,150,30,3,2014-09-08,0.03,1,315,0
20,411826,Two story condo in the Plateau,2049921,Vlad,Le Plateau-Mont-Royal,45.53484,-73.5841,Entire home/apt,140,2,0,2014-09-08,1.498,1,0,0
21,416010,Apt central et lumineux (4) (Long terme),702508,Andréane,Rosemont-La Petite-Patrie,45.5519,-73.57544,Entire home/apt,45,60,35,2022-07-24,0.28,2,217,2
22,70801,"Large, sunny house near Old MTL",294382,Jennifer&Steeve,Le Sud-Ouest,45.47812,-73.55698,Entire home/apt,399,3,27,2022-09-08,0.2,1,227,3
23,73171,Romantic garden studio in Plateau,381468,Sylvie,Le Plateau-Mont-Royal,45.52891,-73.58219,Entire home/apt,110,31,84,2022-01-08,0.6,6,13,1
24,418104,Charming studio in old-Rosemont,2077991,Janique And Frederic,Rosemont-La Petite-Patrie,45.54702,-73.57514,Entire home/apt,75,32,393,2022-08-31,3.11,1,206,5
25,75092,Family home with great backyard !,389705,Dan & Chris,Côte-des-Neiges-Notre-Dame-de-Grâce,45.46607,-73.62549,Entire home/apt,185,9,9,2017-08-17,0.09,1,0,0
26,425582,Montreal for family Monthly only!,1775783,Corinne,Le Plateau-Mont-Royal,45.53812,-73.56037,Entire home/apt,70,90,11,2015-08-09,0.09,1,291,0
27,85267,Country feeling loft in Plateau,381468,Sylvie,Le Plateau-Mont-Royal,45.52946,-73.58206,Entire home/apt,150,31,32,2022-07-31,0.23,6,307,6
28,426532,Le Bruxelles - CHIC apt near metro: parking &patio,1016614,Home In Montreal,Verdun,45.46853,-73.57173,Entire home/apt,112,90,12,2022-04-18,0.1,12,106,1
29,453936,"Luminous LOFT, Calm and Spacious",1904354,Serge,Le Plateau-Mont-Royal,45.51614,-73.581,Entire home/apt,119,3,299,2022-09-06,2.39,1,246,29
30,99859,Plateau Charm,525486,Sesaye,Le Plateau-Mont-Royal,45.51856,-73.57756,Entire home/apt,232,3,39,2022-08-28,0.28,1,347,10
31,476730,Superb apartment with all comfort | 3BDR | Parking,2363064,Eloy & Julie,Rosemont-La Petite-Patrie,45.54478,-73.60849,Entire home/apt,90,31,47,2019-08-14,0.38,1,0,0
32,103128,House in Plateau neighbourhood,538123,Peter,Le Plateau-Mont-Royal,45.51933,-73.57472,Entire home/apt,180,5,18,2015-07-17,0.13,1,286,0
33,481023,Loft-like Apartment & Rooftop Views,1149654,Jessica,Le Plateau-Mont-Royal,45.52428,-73.58825,Entire home/apt,252,32,15,2019-08-08,0.12,2,223,0
34,104554,Large apartment in the heart of Mile end,543969,Victoria,Le Plateau-Mont-Royal,45.52403,-73.60176,Entire home/apt,103,5,84,2022-08-15,0.61,1,25,9
35,107860,Room with Single Bed,528512,Jen,Le Plateau-Mont-Royal,45.52508,-73.58719,Private room,22,90,144,2022-07-23,1.05,1,173,1
36,487610,Nice room in the heart of Montreal,2170500,Cecel,Le Plateau-Mont-Royal,45.51272,-73.57613,Private room,27,31,20,2020-03-28,0.16,1,144,0
37,135275,"Charming aparthotel, little Italie",520966,Myriam,Villeray-Saint-Michel-Parc-Extension,45.53971,-73.61943,Entire home/apt,99,60,72,2019-12-28,0.53,2,179,0
38,137443,"Apt + garden (Mile End, Plateau) / # CiTQ 310398",656725,Christophe,Le Plateau-Mont-Royal,45.52663,-73.60145,Entire home/apt,268,2,46,2022-09-05,0.36,1,82,7
39,499726,Superb loft / perfect location,2466247,Richard,Rosemont-La Petite-Patrie,45.53626,-73.60295,Entire home/apt,165,30,9,2022-01-21,0.08,1,0,3
40,142722,Charming studio in Plateau heart,381468,Sylvie,Le Plateau-Mont-Royal,45.52851,-73.58224,Entire home/apt,110,31,122,2022-08-21,0.9,6,265,3
41,500701,Amazing loft in Montreal downtown,2470535,Valerie,Le Sud-Ouest,45.48004,-73.58113,Entire home/apt,415,2,279,2022-08-29,2.27,1,287,38
42,143175,Sunny appartment on the Plateau,688387,Sabrina,Le Plateau-Mont-Royal,45.534963,-73.568516,Private room,42,21,104,2022-09-02,0.77,1,87,3
43,503886,Rare Op Mile-End Writers' Haven,1808640,Alisha,Le Plateau-Mont-Royal,45.51897,-73.59361,Entire home/apt,200,2,60,2019-10-14,0.48,1,346,0
44,160600,Quiet 1000 sq.ft - 5 rooms + 2 balconies,324569,Anna,Côte-des-Neiges-Notre-Dame-de-Grâce,45.46248,-73.63008,Entire home/apt,122,31,23,2017-09-11,0.17,1,322,0
45,160639,Cosy Studio apartment,38398,Omar,Rosemont-La Petite-Patrie,45.54512,-73.59808,Entire home/apt,90,186,16,2019-11-30,0.12,1,358,0
46,511509,Prime Location in Old Montreal - 2 floors,2519666,Andrew,Ville-Marie,45.50922,-73.5519,Entire home/apt,144,2,239,2022-09-01,1.91,1,253,67
47,164087,Functional studio (Secret Studio) -plateau,604849,Martin,Le Plateau-Mont-Royal,45.528545,-73.579308,Entire home/apt,157,2,628,2022-09-05,4.65,3,59,74
48,513546,High end loft downtown/old Montreal,2529811,Kim And Sam,Ville-Marie,45.50434,-73.56264,Entire home/apt,162,24,373,2022-09-05,2.98,5,141,11
49,164601,Hogan 64 - Entire Furnished apartment,753212,Georges,Le Plateau-Mont-Royal,45.5391,-73.56018,Entire home/apt,67,31,9,2022-09-01,0.07,5,82,1
50,165108,The Cocooning in the heart of Rosemont,787391,Karine,Rosemont-La Petite-Patrie,45.54673,-73.57181,Entire home/apt,90,31,32,2022-01-02,0.24,3,1,1
51,168331,Modern vintage 2 BDR in heart plateau,604849,Martin,Le Plateau-Mont-Royal,45.528431,-73.578979,Entire home/apt,250,2,532,2022-09-01,3.98,3,54,16
52,516497,Nice 3 1/2 apt in Montreal!,2542820,Geneviève,Rosemont-La Petite-Patrie,45.54745,-73.57901,Entire home/apt,50,30,11,2019-08-06,0.1,1,0,0
53,171627,MINI LOUNGE LOFT,818883,Lapelemo,Côte-des-Neiges-Notre-Dame-de-Grâce,45.49406,-73.62555,Entire home/apt,92,31,2,2022-08-07,0.01,3,346,1
54,180947,"Loft at Unity 1, Downtown - 423",387422,Service,Ville-Marie,45.50312,-73.56346,Entire home/apt,115,30,5,2022-03-22,0.04,27,200,1
55,182142,"Family relocation - car, rooftop, BBQ, gym",818883,Lapelemo,Côte-des-Neiges-Notre-Dame-de-Grâce,45.49172,-73.6247,Entire home/apt,300,31,2,2022-07-05,0.55,3,254,2
56,519108,Quartier Villeray Montréal,2553387,Andréanne,Villeray-Saint-Michel-Parc-Extension,45.53689,-73.62379,Entire home/apt,85,31,31,2022-06-17,0.25,1,212,3
57,190003,Large sunny room HEARTH of plateau,640693,Marco,Le Plateau-Mont-Royal,45.51937,-73.56999,Private room,13294,99,1,2011-08-13,0.01,1,365,0
58,519733,Water view loft in Old Montreal,2555851,Monica,Ville-Marie,45.5089,-73.5534,Entire home/apt,325,2,26,2018-03-11,0.21,1,0,0
59,521395,Montreal Village Downtown Quebec,2520266,Frederic,Ville-Marie,45.52091,-73.55656,Entire home/apt,3249,100,13,2017-10-02,0.11,2,287,0
60,191567,Cozy and beautiful room in Montreal,926590,Isaumir,Le Sud-Ouest,45.48062,-73.58676,Private room,45,1,23,2020-03-24,0.17,2,288,0
61,200322,Big double room,163569,M.,Ville-Marie,45.52735,-73.55765,Private room,65,10,1,2022-08-06,0.77,3,318,1
62,522094,Great cozy condo by Little italy!,2349836,Amelie,Rosemont-La Petite-Patrie,45.54192,-73.60358,Entire home/apt,42,29,52,2022-08-13,0.42,1,103,2
63,206647,Le Montreal - Charming apartment (Atwater market),1016614,Home In Montreal,Le Sud-Ouest,45.47944,-73.5582,Entire home/apt,83,90,19,2022-08-31,0.15,12,348,1
64,208337,"Large apartment, terrace and garden",1025518,Christian,Le Plateau-Mont-Royal,45.53217,-73.58388,Entire home/apt,150,20,23,2022-08-28,0.18,2,12,1
65,526401,Spacious bright loft in the Plateau,915999,Tammy,Le Plateau-Mont-Royal,45.5137,-73.57614,Entire home/apt,140,180,93,2019-08-17,0.82,1,365,0
66,211602,Beautiful sun-filled Studio,407029,Hans,Baie-d'Urfé,45.41282,-73.90712,Entire home/apt,144,2,191,2022-08-27,1.77,1,174,27
67,527449,"Cosy and private place, Mile End",2591217,Philippe,Le Plateau-Mont-Royal,45.52952,-73.59487,Entire home/apt,75,32,33,2021-09-20,0.32,1,153,1
68,220624,Petit confortable chambre au centre-ville Montréal,1143998,Adriana,Ville-Marie,45.51573,-73.56219,Private room,150,2,42,2022-09-05,0.93,10,16,20
69,542160,Charming condo Plateau Mont-Royal,2666170,Alex,Le Plateau-Mont-Royal,45.53666,-73.58142,Entire home/apt,85,25,184,2022-06-22,1.82,2,326,3
70,228313,Cozy Private Flat,1191047,Caroline,Rosemont-La Petite-Patrie,45.53951,-73.59968,Entire home/apt,65,3,1,2012-08-26,0.01,1,0,0
71,556742,"5-1/2 Plateau Mont Royal,2 bedrooms",2737452,Carole,Le Plateau-Mont-Royal,45.5309,-73.56854,Entire home/apt,174,28,122,2022-08-13,0.99,2,347,6
72,231472,Charmant appartement équipé,520966,Myriam,Villeray-Saint-Michel-Parc-Extension,45.53839,-73.61759,Entire home/apt,125,32,22,2020-03-31,0.17,2,11,0
73,234198,Lovely studio in little garden,381468,Sylvie,Le Plateau-Mont-Royal,45.52991,-73.58205,Entire home/apt,96,31,49,2022-02-25,0.38,6,0,1
74,564098,Bright loft on the Plateau +terrace,2542265,Marilou,Le Plateau-Mont-Royal,45.53826,-73.5707,Entire home/apt,50,30,9,2022-06-20,0.07,1,15,1
75,565545,CASA - BLANCA : PEACE & QUIET,2124794,Aniss,Mercier-Hochelaga-Maisonneuve,45.5506,-73.5443,Private room,60,31,37,2018-09-20,0.3,1,359,0
76,237216,"Modern, quiet Studio",1245164,Christophe &  Marie-Andrée,Villeray-Saint-Michel-Parc-Extension,45.55275,-73.60055,Entire home/apt,81,32,42,2022-08-22,0.32,1,135,4
77,573924,Le New-York : CHIC apt near metro & AtwaterMarket,1016614,Home In Montreal,Verdun,45.46716,-73.57171,Entire home/apt,99,90,9,2019-09-01,0.07,12,275,0
78,583029,Room in little ancestral house near waterfront,2872156,Eve Caroline,Lachine,45.43393,-73.68545,Private room,77,1,82,2022-09-04,0.67,1,126,32
79,238705,Magnificent Family Home in Mile End,1251392,Victor,Le Plateau-Mont-Royal,45.5211,-73.59219,Entire home/apt,375,31,10,2020-01-02,0.09,1,223,0
80,239693,Cozy loft little Italy !!!,555545,Leticia,Rosemont-La Petite-Patrie,45.5345,-73.6144,Entire home/apt,60,25,70,2019-12-08,0.53,1,0,0
81,584985,Grande chambre dans appartement lumineux,2883070,Yann,Rosemont-La Petite-Patrie,45.53443,-73.60219,Private room,29,30,13,2021-07-13,0.28,2,0,0
82,241212,"Le Laurier, exquisite loft",787391,Karine,Rosemont-La Petite-Patrie,45.5467,-73.57182,Entire home/apt,160,31,15,2020-08-29,0.12,3,150,0
83,589770,Montreal at the heart of City-Marie,2909959,Christophe,Ville-Marie,45.51757,-73.55598,Entire home/apt,146,3,77,2022-09-12,0.63,2,299,17
84,248086,Vintage Plateau 2.5 all inclusive,1300334,Dan,Le Plateau-Mont-Royal,45.531921,-73.574753,Entire home/apt,45,240,24,2021-08-12,0.19,5,103,0
85,598266,NICE & COZY 4-BROOMS Little-Italy STUDENTS WELCOME,2713204,Jean-Philippe,Rosemont-La Petite-Patrie,45.53491,-73.60668,Entire home/apt,250,30,49,2022-07-04,0.4,3,104,1
86,248088,"Covered Terrace Plateau, 4 bedrooms, 2 balconies",1300334,Dan,Le Plateau-Mont-Royal,45.53192,-73.57475,Entire home/apt,183,30,3,2021-05-01,0.04,5,0,0
87,254268,Gorgeous downtown condo getaway,1335666,Ulka,Le Sud-Ouest,45.48956,-73.57042,Entire home/apt,119,3,9,2012-09-23,0.07,1,0,0
88,598277,Little Italy/Mile-Ex HUGE ART LOFT,2958195,Laef,Villeray-Saint-Michel-Parc-Extension,45.53429,-73.62026,Entire home/apt,152,2,151,2022-08-31,1.23,2,131,25
89,256043,Plateau Mont-Royal Apt. - Long Term Opportunity,1346302,Stéphanie,Le Plateau-Mont-Royal,45.52912,-73.57694,Entire home/apt,100,90,34,2020-10-29,0.38,1,268,0
90,604018,Montreal split level large  house,2874106,Emile,Côte-Saint-Luc,45.45761,-73.6689,Private room,169,4,0,2020-10-29,1.498,1,0,0
91,262688,Le Tierra Private Parking Huge Backyard,1016614,Home In Montreal,Le Sud-Ouest,45.48177,-73.55727,Entire home/apt,128,2,197,2022-08-28,1.6,12,249,39
92,609711,Le Laurier Cottage 2 Story House with Backyard,1016614,Home In Montreal,Le Plateau-Mont-Royal,45.53442,-73.58511,Entire home/apt,223,2,165,2022-07-30,1.35,12,0,3
93,270668,Modern & Cozy Condo Heart of Plateau,1416815,Charles & Chantal,Le Plateau-Mont-Royal,45.51941,-73.57907,Entire home/apt,100,2,96,2021-08-01,0.74,1,0,0
94,616408,Unique & huge 3 bdr ap on top floor,3055081,Nath,Le Plateau-Mont-Royal,45.5285,-73.58559,Entire home/apt,393,31,21,2022-08-31,0.17,1,363,2
95,280223,"HUGE Authentic Artist's Loft (nope, not a condo)",1432655,Vanessa,Villeray-Saint-Michel-Parc-Extension,45.52745,-73.62008,Entire home/apt,250,3,6,2022-08-29,0.05,1,209,2
96,285349,original Montreal style,787391,Karine,Rosemont-La Petite-Patrie,45.55232,-73.58254,Entire home/apt,150,31,9,2021-10-10,0.18,3,241,1
97,616760,lovely apt. at Parc Laurier,3055612,Lise,Le Plateau-Mont-Royal,45.52976,-73.58744,Entire home/apt,88,2,57,2022-08-31,0.47,1,37,8
98,285497,Beautiful condo downtown Montreal!,1486044,Karine,Le Plateau-Mont-Royal,45.50999,-73.5749,Entire home/apt,125,90,15,2022-05-03,0.17,1,286,1
99,286671,Magnifique appartement - 2 ch - Plateau Mt-Royal,1145010,Ian,Le Plateau-Mont-Royal,45.51898,-73.56871,Entire home/apt,220,31,11,2019-11-29,0.09,1,365,0
100,619850,Apartment on the Plateau,3071673,Carole,Le Plateau-Mont-Royal,45.53172,-73.57876,Entire home/apt,60,28,103,2021-12-30,0.84,2,12,5
101,291629,Studio in Rosemont - Rouge,1510828,Marie-France Et Alain,Rosemont-La Petite-Patrie,45.54967,-73.58588,Entire home/apt,60,32,76,2020-09-02,0.6,2,247,0
102,624078,Amazing 1 Bdrm downtown with garden,3095959,Olivier,Le Plateau-Mont-Royal,45.50652,-73.57523,Entire home/apt,186,31,8,2022-09-02,0.07,1,180,3
103,635179,Backyard house short or long term,3154502,Liette-Kyny,Le Sud-Ouest,45.47907,-73.57308,Entire home/apt,115,32,9,2021-06-24,0.1,2,157,0
104,296691,Gorgeous 3rd floor appartment,1530233,Saranaz,Verdun,45.45856,-73.5711,Entire home/apt,120,2,42,2022-08-28,0.34,1,132,5
105,636982,ROOM IN LOVELY AREA (ROSEMONT),3176181,Pierre-Marc,Rosemont-La Petite-Patrie,45.54721,-73.59024,Private room,48,1,8,2022-08-20,0.08,2,283,5
106,803214,Ideal house for family and friends,4227401,Marc,Le Sud-Ouest,45.45187,-73.589,Entire home/apt,530,3,5,2019-08-11,0.04,1,0,0
107,815265,2 bedrooms executive suite downtown Montreal - 475,387422,Service,Ville-Marie,45.49238,-73.57625,Entire home/apt,112,30,2,2016-08-07,0.02,27,346,0
108,637533,Charming Downtown Montreal,2909959,Christophe,Ville-Marie,45.51758,-73.55601,Entire home/apt,180,2,145,2022-09-11,1.27,2,241,61
109,833598,** Modern loft-apartment **,1703886,Albane & Alex,Mercier-Hochelaga-Maisonneuve,45.5461,-73.54263,Entire home/apt,101,14,8,2022-07-30,0.15,1,56,4
110,644898,Eco studio/loft in Mile-End/Plateau,756145,Emmanuel,Le Plateau-Mont-Royal,45.51884,-73.59048,Entire home/apt,110,1,715,2022-08-28,5.86,2,222,126
111,646363,City apartment fully equipped,3239159,Sandy,Rosemont-La Petite-Patrie,45.57466,-73.57275,Entire home/apt,90,31,28,2022-07-20,0.23,3,244,3
112,835065,Mile-End cosy apt with view on Mount-Royal,1021611,Julie,Le Plateau-Mont-Royal,45.52342,-73.59247,Entire home/apt,200,4,7,2022-08-04,0.11,1,49,2
113,839318,"Comfortable, fully equipped apartment in Montreal",4384589,Charles,Rosemont-La Petite-Patrie,45.54934,-73.58532,Entire home/apt,77,31,29,2022-06-07,0.25,1,271,5
114,654475,Fully Furnished 2brm apt St-Laurent north Fleury,1803138,MFS - Maria,Ahuntsic-Cartierville,45.54959,-73.66735,Entire home/apt,105,32,8,2021-09-27,0.09,4,10,1
115,839334,"Repos & Manna Downtown Montreal,  Rm #1, sleeps 3",3850638,Tony,Le Sud-Ouest,45.48699,-73.5735,Private room,203,2,0,2021-09-27,1.498,2,0,0
116,840426,HOME IN THE HEART OF THE PLATEAU,3382340,Yanic,Le Plateau-Mont-Royal,45.52073,-73.5807,Entire home/apt,155,60,0,2021-09-27,1.498,1,347,0
117,662501,Luxurious Plateau Apartment,3345978,Mathieu,Le Plateau-Mont-Royal,45.52408,-73.59696,Entire home/apt,95,31,25,2022-08-28,0.21,5,265,4
118,665574,Near Downtown. Next door subway,3239321,Desconocido,Verdun,45.45866,-73.57258,Entire home/apt,90,4,2,2015-07-01,0.02,1,341,0
119,842128,A spacious apt in Downtown Montreal,4393679,Animesh,Ville-Marie,45.49272,-73.56501,Entire home/apt,500,60,0,2015-07-01,1.498,1,0,0
120,670874,Great apartment in Ghetto Mc Gill,3399650,Patrick,Le Plateau-Mont-Royal,45.50844,-73.57838,Entire home/apt,200,30,9,2022-08-30,0.09,1,185,2
121,847794,Skylit Loft in Old Montreal,1176600,Alex,Ville-Marie,45.50602,-73.55536,Entire home/apt,171,1,624,2022-08-28,5.54,1,262,89
122,674339,ANNUEL-HOMA 1500 p2 (140m2) + deck,3423809,Delphine,Mercier-Hochelaga-Maisonneuve,45.54727,-73.53482,Entire home/apt,50,360,0,2022-08-28,1.498,1,365,0
123,854388,"2-bdr - furnished, heated & private garden",4462156,Florence Et France,Le Sud-Ouest,45.44955,-73.59633,Entire home/apt,90,32,1,2016-07-31,0.01,9,196,0
124,674610,Dec 15-Jan 7 Only: House with Cat in Petite Patrie,3425468,Francisco,Rosemont-La Petite-Patrie,45.54333,-73.60003,Entire home/apt,185,25,6,2022-08-14,0.06,1,32,1
125,856136,REALLY NICE ROOM IN ROSEMONT AREA,3176181,Pierre-Marc,Rosemont-La Petite-Patrie,45.54706,-73.59011,Private room,48,1,1,2022-08-24,1.0,2,318,1
126,682063,Beautiful and cozy room in Montreal,926590,Isaumir,Le Sud-Ouest,45.47939,-73.58701,Private room,37,1,23,2019-08-28,0.24,2,316,0
127,857679,room,4486531,Adel,Villeray-Saint-Michel-Parc-Extension,45.54376,-73.61496,Private room,129,1,0,2019-08-28,1.498,1,0,0
128,697025,Cozy and Quaint with Country Charm,2371100,Brandee,Le Plateau-Mont-Royal,45.52283,-73.57179,Entire home/apt,131,2,27,2013-06-01,0.22,1,0,0
129,858051,"1800 SQ.FT, 4 BEDROOMS, 2 BATHROOMS",4489286,Ibrahim,Verdun,45.45032,-73.56707,Entire home/apt,309,7,32,2020-03-17,0.28,2,365,0
130,697198,"Appt Fully furnished, Montreal, Carré St Louis",3571507,Stephane,Ville-Marie,45.51602,-73.56676,Entire home/apt,43,30,8,2020-03-31,0.16,1,196,0
131,865853,Fully renovated apt Rosemont Petite Patrie,1155194,Céline&François,Rosemont-La Petite-Patrie,45.53931,-73.59157,Entire home/apt,173,32,201,2022-09-04,1.73,1,215,4
132,700208,Eco appartment-Metro d'Iberville,1562348,Virginie,Villeray-Saint-Michel-Parc-Extension,45.55142,-73.5999,Entire home/apt,55,35,25,2021-06-02,0.21,3,73,0
133,866133,"Super! Feel lucky? Fast ""réponse""",4296239,Lynne,Mercier-Hochelaga-Maisonneuve,45.55621,-73.53948,Private room,86,2,91,2019-08-25,0.78,1,0,0
134,869558,Le Boston - Cheap & Charming apt (near OLD MTL),1016614,Home In Montreal,Le Sud-Ouest,45.47984,-73.55837,Entire home/apt,74,90,27,2017-04-30,0.24,12,0,0
135,700477,L'Escale Waverly,3593341,Elise,Le Plateau-Mont-Royal,45.52435,-73.59852,Entire home/apt,75,33,22,2022-09-03,0.2,1,163,2
136,875315,6 minutes à pieds du marché J-Talon,4621118,Josée,Villeray-Saint-Michel-Parc-Extension,45.54245,-73.61908,Entire home/apt,100,30,19,2022-07-09,0.25,3,182,4
137,700828,Heritage flat by the mountain,3588890,Justyna,Le Plateau-Mont-Royal,45.51885,-73.5858,Entire home/apt,99,32,49,2022-05-29,0.42,1,329,18
138,878292,Sympathique Condo parc LAURIER plateau trendy,4641329,Pierrette,Le Plateau-Mont-Royal,45.53302,-73.58786,Entire home/apt,140,31,10,2022-08-27,0.11,4,325,1
139,708096,Plateau Location Cozy Apartment,3641118,Mark,Le Plateau-Mont-Royal,45.51579,-73.57833,Entire home/apt,115,23,252,2020-09-28,2.08,1,318,0
140,712077,Big Downtown Victorian Apartment,3665347,Karl,Ville-Marie,45.48874,-73.58112,Entire home/apt,154,3,184,2022-09-05,1.56,2,45,7
141,889347,FURNISHED STUDIO FOR TWO VERY NEAR METRO; DALI,4718435,Pierre,Rosemont-La Petite-Patrie,45.53421,-73.60252,Entire home/apt,90,5,74,2022-09-06,0.64,4,231,17
142,713332,"Grand appartement d'exception - Plateau, Montréal",1858387,Fabrice,Le Plateau-Mont-Royal,45.53152,-73.57408,Entire home/apt,125,7,23,2022-09-02,0.19,1,11,1
143,890444,Charming spot in Montreal,4700215,Valérie,Mercier-Hochelaga-Maisonneuve,45.5578,-73.53967,Entire home/apt,120,2,77,2022-09-11,0.71,1,326,1
144,898804,3 1/2  + Hide-a-bed  in Plateau !!!,4797675,Marie-Hélène,Le Plateau-Mont-Royal,45.53571,-73.56806,Entire home/apt,55,31,30,2022-07-30,0.26,2,290,5
145,720581,"Home away from home, entire apt",1327466,Marie Gyby,Saint-Laurent,45.52597,-73.68104,Entire home/apt,73,31,92,2022-06-01,0.82,2,264,3
146,903741,Deluxe Loft,4587187,Lofts Du Vieux-Port,Ville-Marie,45.50519,-73.55422,Entire home/apt,234,2,4,2022-05-31,0.05,4,0,1
147,723077,Private room in a nice apt :),3734491,Éric,Rosemont-La Petite-Patrie,45.53289,-73.60519,Private room,50,2,10,2019-10-05,0.11,1,254,0
148,903790,Studio with Kitchenette and Terrace,4359426,Daniel,Mercier-Hochelaga-Maisonneuve,45.60633,-73.53885,Entire home/apt,28,30,99,2019-02-16,0.85,1,257,0
149,909966,1 bedroom apartment at Angrignon metro station,1646154,Dimitri,Le Sud-Ouest,45.45053,-73.60031,Entire home/apt,38,40,39,2022-06-05,0.34,11,144,2
150,726334,"The Red Balcony, 2bdr, AC,  Outremont /Mile end",3758382,Melanie + Guy,Outremont,45.51811,-73.59867,Entire home/apt,150,32,71,2022-09-06,0.6,1,94,5
151,909980,"New, free wi-fi phone, near metro",1646154,Dimitri,Le Sud-Ouest,45.45225,-73.60177,Entire home/apt,59,40,62,2022-09-12,0.53,11,0,6
152,919567,"Montréal, Cosy",4940012,Anne-Claire,Villeray-Saint-Michel-Parc-Extension,45.55524,-73.59896,Entire home/apt,99,30,30,2022-03-28,0.26,1,123,2
153,737549,Amazing location .milend 2 bdr,1544615,Remy,Le Plateau-Mont-Royal,45.52514,-73.59685,Entire home/apt,120,30,12,2022-08-16,0.14,1,75,3
154,927964,Rosemont - Une adresse pour vous!,4795915,Nicole,Villeray-Saint-Michel-Parc-Extension,45.55459,-73.59638,Entire home/apt,48,32,34,2022-08-28,0.3,4,211,1
155,738165,Loft Fantasia - on the Plateau,344531,Antoine,Le Plateau-Mont-Royal,45.53546,-73.56782,Entire home/apt,85,3,3,2015-09-17,0.03,1,74,0
156,927978,4 et demi au coeur de Rosemont(2lits),4795915,Nicole,Rosemont-La Petite-Patrie,45.55538,-73.59036,Entire home/apt,49,32,33,2019-08-08,0.33,4,262,0
157,739882,Grand logement a aire ouverte,3870879,Karine & Alain,Mercier-Hochelaga-Maisonneuve,45.54253,-73.54261,Entire home/apt,95,30,21,2022-08-23,0.19,1,0,4
158,929583,3 1/2  sur le Plateau !,4797675,Marie-Hélène,Le Plateau-Mont-Royal,45.53377,-73.56627,Entire home/apt,50,31,31,2022-08-22,0.29,2,269,5
